,year,elec_type,dpto_code,muni_code,name_muni,party_code_1,party_code_2,faction,code_list,first_lastname,second_lastname,name,votes,seats
0,2011,6,5,5001,MEDELLIN,64.0,,,1,TOLOZA,CASTANO,JACQUELINE,12427.0,
1,2011,6,5,5001,MEDELLIN,1.0,,,2,GAVIRIA,CORREA,ANIBAL,239259.0,1.0
2,2011,6,5,5001,MEDELLIN,164.0,,,4,MUNOZ,RAMIREZ,LUIS FERNANDO,9730.0,
3,2011,6,5,5001,MEDELLIN,198.0,,,5,GUTIERREZ,ZULUAGA,FEDERICO ANDRES,120278.0,
4,2011,6,5,5001,MEDELLIN,448.0,,,6,PEREZ,,LUIS,221874.0,
5,2011,6,5,5001,MEDELLIN,,,,997,,,TARJETAS NO MARCADAS,21235.0,
6,2011,6,5,5001,MEDELLIN,,,,998,,,VOTOS NULOS,21205.0,
7,2011,6,5,5001,MEDELLIN,,,,999,,,VOTOS EN BLANCO,31393.0,
8,2011,6,5,5002,ABEJORRAL,2.0,,,1,ECHEVERRI,JARAMILLO,JORGE ELIECER,3439.0,
9,2011,6,5,5002,ABEJORRAL,1.0,,,2,MANRIQUE,HERNANDEZ,JOHN JAIRO,4936.0,1.0
10,2011,6,5,5002,ABEJORRAL,,,,997,,,TARJETAS NO MARCADAS,165.0,
11,2011,6,5,5002,ABEJORRAL,,,,998,,,VOTOS NULOS,136.0,
12,2011,6,5,5002,ABEJORRAL,,,,999,,,VOTOS EN BLANCO,74.0,
13,2011,6,5,5004,ABRIAQUI,2.0,,,1,BERNAL,GUTIERREZ,NESTOR JAFET,220.0,
14,2011,6,5,5004,ABRIAQUI,19.0,,,2,SALAS,CARDONA,LUIS ALFONSO,551.0,1.0
15,2011,6,5,5004,ABRIAQUI,1.0,,,3,GOMEZ,GIRALDO,MARGOT CECILIA,6.0,
16,2011,6,5,5004,ABRIAQUI,198.0,,,4,ARBELAEZ,GUISAO,JORGE ARTURO,438.0,
17,2011,6,5,5004,ABRIAQUI,,,,997,,,TARJETAS NO MARCADAS,8.0,
18,2011,6,5,5004,ABRIAQUI,,,,998,,,VOTOS NULOS,14.0,
19,2011,6,5,5004,ABRIAQUI,,,,999,,,VOTOS EN BLANCO,5.0,
20,2011,6,5,5021,ALEJANDRIA,2.0,,,1,AGUILAR,CARMONA,UBER ARBEY,1851.0,1.0
21,2011,6,5,5021,ALEJANDRIA,198.0,,,2,LOPEZ,PEREZ,LUIS FERNANDO,1004.0,
22,2011,6,5,5021,ALEJANDRIA,,,,997,,,TARJETAS NO MARCADAS,38.0,
23,2011,6,5,5021,ALEJANDRIA,,,,998,,,VOTOS NULOS,17.0,
24,2011,6,5,5021,ALEJANDRIA,,,,999,,,VOTOS EN BLANCO,9.0,
25,2011,6,5,5030,AMAGA,13.0,,,1,ARISTIZABAL,VASQUEZ,JAVIER EMILIO DE JESUS,1501.0,
26,2011,6,5,5030,AMAGA,198.0,,,2,AMAYA,CANO,JUAN CARLOS,2895.0,1.0
27,2011,6,5,5030,AMAGA,441.0,,,3,DARIO,MOLINA,OSCAR,416.0,
28,2011,6,5,5030,AMAGA,440.0,,,4,MOLINA,RODAS,LEONARDO DE JESUS,1489.0,
29,2011,6,5,5030,AMAGA,164.0,,,5,TORRES DE,ACEVEDO,ELVIA AMPARO,371.0,
30,2011,6,5,5030,AMAGA,41.0,,,6,AGUIRRE,ALZATE,CARLOS ALBERTO,2065.0,
31,2011,6,5,5030,AMAGA,2.0,,,7,ACEVEDO,VASQUEZ,EDUARDO ANTONIO,798.0,
32,2011,6,5,5030,AMAGA,1.0,,,8,HERNANDEZ,PIEDRAHITA,ARMANDO DE JESUS,1579.0,
33,2011,6,5,5030,AMAGA,,,,997,,,TARJETAS NO MARCADAS,269.0,
34,2011,6,5,5030,AMAGA,,,,998,,,VOTOS NULOS,259.0,
35,2011,6,5,5030,AMAGA,,,,999,,,VOTOS EN BLANCO,195.0,
36,2011,6,5,5031,AMALFI,2.0,,,1,LOPERA,HERNANDEZ,LUIS EDUARDO,1213.0,
37,2011,6,5,5031,AMALFI,437.0,,,2,ALZATE,SIERRA,ADRIANA MARIA,109.0,
38,2011,6,5,5031,AMALFI,15.0,,,3,MONSALVE,SANCHEZ,ROMAN FERNANDO,1185.0,
39,2011,6,5,5031,AMALFI,1.0,,,4,ZAPATA,YARCE,JIOVANY ALBERTO,146.0,
40,2011,6,5,5031,AMALFI,19.0,,,5,GONZALEZ,GAVIRIA,BERTHA TULIA,59.0,
41,2011,6,5,5031,AMALFI,197.0,,,6,GUZMAN,MONTOYA,ORLANDO DE JESUS,104.0,
42,2011,6,5,5031,AMALFI,198.0,,,7,GARCIA,RENDON,OSCAR MARIO,3509.0,1.0
43,2011,6,5,5031,AMALFI,,,,997,,,TARJETAS NO MARCADAS,178.0,
44,2011,6,5,5031,AMALFI,,,,998,,,VOTOS NULOS,174.0,
45,2011,6,5,5031,AMALFI,,,,999,,,VOTOS EN BLANCO,94.0,
46,2011,6,5,5034,ANDES,198.0,,,1,MEJIA,ARAMBURO,JOHN JAIRO,6314.0,
47,2011,6,5,5034,ANDES,437.0,,,2,GUTIERREZ,MEJIA,CARLOS MARIO,204.0,
48,2011,6,5,5034,ANDES,437.0,,,3,ARAQUE,ACEVEDO,JAVIER DE JESUS,620.0,
49,2011,6,5,5034,ANDES,2.0,,,4,JARAMILLO,JARAMILLO,ELKIN DARIO,8293.0,1.0
50,2011,6,5,5034,ANDES,,,,997,,,TARJETAS NO MARCADAS,761.0,
51,2011,6,5,5034,ANDES,,,,998,,,VOTOS NULOS,415.0,
52,2011,6,5,5034,ANDES,,,,999,,,VOTOS EN BLANCO,333.0,
53,2011,6,5,5036,ANGELOPOLIS,1.0,,,1,QUICENO,ARANGO,LUZ INES,1463.0,
54,2011,6,5,5036,ANGELOPOLIS,41.0,,,2,QUICENO,MONCADA,IVAN DE JESUS,164.0,
55,2011,6,5,5036,ANGELOPOLIS,198.0,,,3,GOMEZ,GOMEZ,JAIME ALBERTO,1677.0,1.0
56,2011,6,5,5036,ANGELOPOLIS,,,,997,,,TARJETAS NO MARCADAS,41.0,
57,2011,6,5,5036,ANGELOPOLIS,,,,998,,,VOTOS NULOS,38.0,
58,2011,6,5,5036,ANGELOPOLIS,,,,999,,,VOTOS EN BLANCO,43.0,
59,2011,6,5,5038,ANGOSTURA,2.0,,,1,RESTREPO,PRISCO,OLGA INES,1628.0,
60,2011,6,5,5038,ANGOSTURA,15.0,,,2,ATEHORTUA,AGUDELO,DIEGO DE JESUS,241.0,
61,2011,6,5,5038,ANGOSTURA,197.0,,,3,VASQUEZ,ARANGO,JOSE MIGUEL,2527.0,1.0
62,2011,6,5,5038,ANGOSTURA,,,,997,,,TARJETAS NO MARCADAS,190.0,
63,2011,6,5,5038,ANGOSTURA,,,,998,,,VOTOS NULOS,180.0,
64,2011,6,5,5038,ANGOSTURA,,,,999,,,VOTOS EN BLANCO,63.0,
65,2011,6,5,5040,ANORI,197.0,,,1,JESUS,GRANDA,ORLANDO DE,622.0,
66,2011,6,5,5040,ANORI,1.0,,,2,ROLDAN,FORONDA,GILDARDO ALONSO,2375.0,1.0
67,2011,6,5,5040,ANORI,198.0,,,3,AGUDELO,ECHEVERRI,PEDRO PABLO,1777.0,
68,2011,6,5,5040,ANORI,,,,997,,,TARJETAS NO MARCADAS,55.0,
69,2011,6,5,5040,ANORI,,,,998,,,VOTOS NULOS,29.0,
70,2011,6,5,5040,ANORI,,,,999,,,VOTOS EN BLANCO,20.0,
71,2011,6,5,5042,ANTIOQUIA,2.0,,,1,PALACIO,CORREA,GERMAN DARIO,1111.0,
72,2011,6,5,5042,ANTIOQUIA,437.0,,,2,ZAPATA,COLON,RAMON EMILIO,93.0,
73,2011,6,5,5042,ANTIOQUIA,198.0,,,3,RODRIGUEZ,VARGAS,FREY LEON,5779.0,1.0
74,2011,6,5,5042,ANTIOQUIA,1.0,,,4,RIVERA,FERNANDEZ,SAULO ARMANDO,3223.0,
75,2011,6,5,5042,ANTIOQUIA,,,,997,,,TARJETAS NO MARCADAS,307.0,
76,2011,6,5,5042,ANTIOQUIA,,,,998,,,VOTOS NULOS,190.0,
77,2011,6,5,5042,ANTIOQUIA,,,,999,,,VOTOS EN BLANCO,265.0,
78,2011,6,5,5044,ANZA,198.0,,,1,SANCHEZ,MARIN,NELLY ALEXANDRA,743.0,
79,2011,6,5,5044,ANZA,1.0,,,2,MOLINA,PALACIO,JORGE IVAN,1090.0,
80,2011,6,5,5044,ANZA,41.0,,,3,MARTINEZ,SIERRA,LUIS GONZAGA,1326.0,1.0
81,2011,6,5,5044,ANZA,,,,997,,,TARJETAS NO MARCADAS,108.0,
82,2011,6,5,5044,ANZA,,,,998,,,VOTOS NULOS,77.0,
83,2011,6,5,5044,ANZA,,,,999,,,VOTOS EN BLANCO,11.0,
84,2011,6,5,5045,APARTADO,1.0,,,1,BANGUERO,ZAPATA,JOSE PHIDALGO,2569.0,
85,2011,6,5,5045,APARTADO,19.0,,,2,ARTEAGA,VARGAS,ELIECER,15142.0,
86,2011,6,5,5045,APARTADO,41.0,,,3,ZAMBRANO,MORENO,EDUARDO ENRIQUE,4970.0,
87,2011,6,5,5045,APARTADO,442.0,,,4,GIRALDO,AGUIRRE,LUIS GONZALO,15955.0,1.0
88,2011,6,5,5045,APARTADO,,,,997,,,TARJETAS NO MARCADAS,1363.0,
89,2011,6,5,5045,APARTADO,,,,998,,,VOTOS NULOS,594.0,
90,2011,6,5,5045,APARTADO,,,,999,,,VOTOS EN BLANCO,1348.0,
91,2011,6,5,5051,ARBOLETES,1.0,,,1,MONTES,PENA,HERIBERTO ANTONIO,61.0,
92,2011,6,5,5051,ARBOLETES,41.0,,,2,ACUNA,ROMERO,LORENZO II,4262.0,
93,2011,6,5,5051,ARBOLETES,198.0,,,3,GARRIDO,HENAO,DIANA STELLA,7353.0,1.0
94,2011,6,5,5051,ARBOLETES,,,,997,,,TARJETAS NO MARCADAS,374.0,
95,2011,6,5,5051,ARBOLETES,,,,998,,,VOTOS NULOS,233.0,
96,2011,6,5,5051,ARBOLETES,,,,999,,,VOTOS EN BLANCO,94.0,
97,2011,6,5,5055,ARGELIA,2.0,,,1,GRANADA,VALENCIA,FLOR DEY,2139.0,1.0
98,2011,6,5,5055,ARGELIA,198.0,,,2,MARIN,BEDOYA,JOSE ARBEY,97.0,
99,2011,6,5,5055,ARGELIA,41.0,,,3,GRANADA,PEREZ,JOSE LUIS,1503.0,
100,2011,6,5,5055,ARGELIA,,,,997,,,TARJETAS NO MARCADAS,44.0,
101,2011,6,5,5055,ARGELIA,,,,998,,,VOTOS NULOS,76.0,
102,2011,6,5,5055,ARGELIA,,,,999,,,VOTOS EN BLANCO,18.0,
103,2011,6,5,5059,ARMENIA,2.0,,,1,ACEVEDO,SANCHEZ,LUIS NORBEY,1331.0,1.0
104,2011,6,5,5059,ARMENIA,1.0,,,2,BARRERA,CASTANO,GABRIEL JAIME,1199.0,
105,2011,6,5,5059,ARMENIA,,,,997,,,TARJETAS NO MARCADAS,52.0,
106,2011,6,5,5059,ARMENIA,,,,998,,,VOTOS NULOS,44.0,
107,2011,6,5,5059,ARMENIA,,,,999,,,VOTOS EN BLANCO,29.0,
108,2011,6,5,5079,BARBOSA,1.0,,,2,CATANO,VELEZ,HERNANDO ALONSO,7826.0,1.0
109,2011,6,5,5079,BARBOSA,437.0,,,3,ESCOBAR,MONTOYA,NELSON DARIO,2855.0,
110,2011,6,5,5079,BARBOSA,2.0,,,4,GALLEGO,ARIAS,EDGAR AUGUSTO,3622.0,
111,2011,6,5,5079,BARBOSA,13.0,,,5,ARIAS,LONDONO,LUIS ENRIQUE,85.0,
112,2011,6,5,5079,BARBOSA,198.0,,,6,GARCIA,RESTREPO,EDISON,5129.0,
113,2011,6,5,5079,BARBOSA,,,,997,,,TARJETAS NO MARCADAS,507.0,
114,2011,6,5,5079,BARBOSA,,,,998,,,VOTOS NULOS,498.0,
115,2011,6,5,5079,BARBOSA,,,,999,,,VOTOS EN BLANCO,424.0,
116,2011,6,5,5086,BELMIRA,197.0,,,1,AGUIRRE,MAZO,DIEGO ALEJANDRO,30.0,
117,2011,6,5,5086,BELMIRA,2.0,,,2,AGUILAR,GOMEZ,FRANCISCO LUIS,1314.0,
118,2011,6,5,5086,BELMIRA,1.0,,,3,BUSTAMANTE,RUIZ,EDISON DE JESUS,1370.0,1.0
119,2011,6,5,5086,BELMIRA,,,,997,,,TARJETAS NO MARCADAS,33.0,
120,2011,6,5,5086,BELMIRA,,,,998,,,VOTOS NULOS,75.0,
121,2011,6,5,5086,BELMIRA,,,,999,,,VOTOS EN BLANCO,34.0,
122,2011,6,5,5088,BELLO,2.0,,,2,LONDONO,ROLDAN,GERMAN ANTONIO,46580.0,
123,2011,6,5,5088,BELLO,,,,997,,,TARJETAS NO MARCADAS,13712.0,
124,2011,6,5,5088,BELLO,,,,998,,,VOTOS NULOS,3752.0,
125,2011,6,5,5088,BELLO,,,,999,,,VOTOS EN BLANCO,60931.0,1.0
126,2011,6,5,5091,BETANIA,1.0,,,1,MONTOYA,ALZATE,JUAN CARLOS,2596.0,1.0
127,2011,6,5,5091,BETANIA,198.0,,,2,SANCHEZ,SANCHEZ,JOHAN ALBEIRO,2324.0,
128,2011,6,5,5091,BETANIA,,,,997,,,TARJETAS NO MARCADAS,90.0,
129,2011,6,5,5091,BETANIA,,,,998,,,VOTOS NULOS,42.0,
130,2011,6,5,5091,BETANIA,,,,999,,,VOTOS EN BLANCO,32.0,
131,2011,6,5,5093,BETULIA,1.0,,,1,CORREA,SEPULVEDA,RUBIEL,2909.0,
132,2011,6,5,5093,BETULIA,41.0,,,2,VELEZ,YEPES,LEON DARIO,3110.0,1.0
133,2011,6,5,5093,BETULIA,,,,997,,,TARJETAS NO MARCADAS,252.0,
134,2011,6,5,5093,BETULIA,,,,998,,,VOTOS NULOS,180.0,
135,2011,6,5,5093,BETULIA,,,,999,,,VOTOS EN BLANCO,79.0,
136,2011,6,5,5101,BOLIVAR,41.0,,,1,PENA,LOPERA,CARLOS GUILLERMO,439.0,
137,2011,6,5,5101,BOLIVAR,197.0,,,2,MUNOZ,BETANCUR,CARLOS ALBERTO,136.0,
138,2011,6,5,5101,BOLIVAR,2.0,,,3,GONZALEZ,PUERTA,JUAN DIEGO,2875.0,
139,2011,6,5,5101,BOLIVAR,437.0,,,4,ACEVEDO,VARGAS,LEON DARIO,3205.0,
140,2011,6,5,5101,BOLIVAR,198.0,,,5,MORENO,VARGAS,LUIS BERNARDO,4561.0,1.0
141,2011,6,5,5101,BOLIVAR,,,,997,,,TARJETAS NO MARCADAS,240.0,
142,2011,6,5,5101,BOLIVAR,,,,998,,,VOTOS NULOS,338.0,
143,2011,6,5,5101,BOLIVAR,,,,999,,,VOTOS EN BLANCO,167.0,
144,2011,6,5,5107,BRICENO,15.0,,,1,ARENAS,CHAVARRIA,OMAR FERNANDO,1472.0,1.0
145,2011,6,5,5107,BRICENO,2.0,,,2,AGUDELO,ARENAS,HERNAN DARIO,415.0,
146,2011,6,5,5107,BRICENO,1.0,,,3,AGUDELO,TORRES,JOSE DANILO,1308.0,
147,2011,6,5,5107,BRICENO,,,,997,,,TARJETAS NO MARCADAS,59.0,
148,2011,6,5,5107,BRICENO,,,,998,,,VOTOS NULOS,74.0,
149,2011,6,5,5107,BRICENO,,,,999,,,VOTOS EN BLANCO,14.0,
150,2011,6,5,5113,BURITICA,1.0,,,1,VARELA,RAMIREZ,CARLOS MARIO,2136.0,1.0
151,2011,6,5,5113,BURITICA,2.0,,,2,CASTANO,USUGA,HUMBERTO ANTONIO,2003.0,
152,2011,6,5,5113,BURITICA,,,,997,,,TARJETAS NO MARCADAS,55.0,
153,2011,6,5,5113,BURITICA,,,,998,,,VOTOS NULOS,49.0,
154,2011,6,5,5113,BURITICA,,,,999,,,VOTOS EN BLANCO,23.0,
155,2011,6,5,5120,CACERES,1.0,,,1,PACHECO,JULIO,BENITO ANTONIO,3732.0,1.0
156,2011,6,5,5120,CACERES,198.0,,,2,BERRIO,BERRIO,JOSE MERCEDES,2671.0,
157,2011,6,5,5120,CACERES,41.0,,,3,ORTEGA,SUAREZ,DOMINGO MANUEL,1173.0,
158,2011,6,5,5120,CACERES,197.0,,,4,RODRIGUEZ,VALDES,ABELARDO DE JESUS,160.0,
159,2011,6,5,5120,CACERES,15.0,,,5,GRISALES,SAAVEDRA,JAVIER DANILO,434.0,
160,2011,6,5,5120,CACERES,2.0,,,6,MOSQUERA,GIRON,DANIEL EDIT,297.0,
161,2011,6,5,5120,CACERES,,,,997,,,TARJETAS NO MARCADAS,339.0,
162,2011,6,5,5120,CACERES,,,,998,,,VOTOS NULOS,363.0,
163,2011,6,5,5120,CACERES,,,,999,,,VOTOS EN BLANCO,92.0,
164,2011,6,5,5125,CAICEDO,1.0,,,1,CARO,VARELA,JHON GERARDO,1660.0,1.0
165,2011,6,5,5125,CAICEDO,2.0,,,2,GRACIANO,LEAL,PEDRO PABLO,113.0,
166,2011,6,5,5125,CAICEDO,41.0,,,3,TAMAYO,VELEZ,BALMORES ALBERTO,48.0,
167,2011,6,5,5125,CAICEDO,198.0,,,4,ZAPATA,FERRARO,GERMAN DARIO,1395.0,
168,2011,6,5,5125,CAICEDO,,,,997,,,TARJETAS NO MARCADAS,88.0,
169,2011,6,5,5125,CAICEDO,,,,998,,,VOTOS NULOS,62.0,
170,2011,6,5,5125,CAICEDO,,,,999,,,VOTOS EN BLANCO,21.0,
171,2011,6,5,5129,CALDAS,1.0,,,1,DURAN,FRANCO,CARLOS EDUARDO,7281.0,
172,2011,6,5,5129,CALDAS,197.0,,,2,JARAMILLO,ZULUAGA,ALBERTO FELIPE,1093.0,
173,2011,6,5,5129,CALDAS,2.0,,,3,GAVIRIA,VELEZ,CARLOS MARIO,8355.0,
174,2011,6,5,5129,CALDAS,437.0,,,4,GOMEZ,BENJUMEA,JUAN DAVID,1896.0,
175,2011,6,5,5129,CALDAS,198.0,,,5,RAIGOZA,MORALES,MONICA MARIA,9207.0,1.0
176,2011,6,5,5129,CALDAS,,,,997,,,TARJETAS NO MARCADAS,1170.0,
177,2011,6,5,5129,CALDAS,,,,998,,,VOTOS NULOS,999.0,
178,2011,6,5,5129,CALDAS,,,,999,,,VOTOS EN BLANCO,1818.0,
179,2011,6,5,5134,CAMPAMENTO,197.0,,,1,DUQUE,BLANDON,LINA MARIA,203.0,
180,2011,6,5,5134,CAMPAMENTO,15.0,,,2,GOMEZ,TRUJILLO,HECTOR ALFONSO,1777.0,1.0
181,2011,6,5,5134,CAMPAMENTO,2.0,,,3,ALVAREZ,ARANGO,GILDARDO JAVIER,906.0,
182,2011,6,5,5134,CAMPAMENTO,,,,997,,,TARJETAS NO MARCADAS,103.0,
183,2011,6,5,5134,CAMPAMENTO,,,,998,,,VOTOS NULOS,63.0,
184,2011,6,5,5134,CAMPAMENTO,,,,999,,,VOTOS EN BLANCO,15.0,
185,2011,6,5,5138,CANASGORDAS,13.0,,,1,QUINTERO,MANCO,JOSE HUMBERTO,1963.0,
186,2011,6,5,5138,CANASGORDAS,41.0,,,2,SIERRA,CARDONA,MARCO TULIO,324.0,
187,2011,6,5,5138,CANASGORDAS,2.0,,,3,URREGO,USUGA,AICARDO ANTONIO,4923.0,1.0
188,2011,6,5,5138,CANASGORDAS,,,,997,,,TARJETAS NO MARCADAS,139.0,
189,2011,6,5,5138,CANASGORDAS,,,,998,,,VOTOS NULOS,87.0,
190,2011,6,5,5138,CANASGORDAS,,,,999,,,VOTOS EN BLANCO,49.0,
191,2011,6,5,5142,CARACOLI,2.0,,,1,MARIN,MONSALVE,FABIAN DARIO,869.0,
192,2011,6,5,5142,CARACOLI,198.0,,,2,MUNOZ,GUTIERREZ,CARLOS ALBERTO,934.0,1.0
193,2011,6,5,5142,CARACOLI,1.0,,,3,DAZA,LOPEZ,LUIS FERNANDO,18.0,
194,2011,6,5,5142,CARACOLI,197.0,,,4,LAVERDE,CALDERON,OBDULIO ALFREDO,547.0,
195,2011,6,5,5142,CARACOLI,,,,997,,,TARJETAS NO MARCADAS,31.0,
196,2011,6,5,5142,CARACOLI,,,,998,,,VOTOS NULOS,19.0,
197,2011,6,5,5142,CARACOLI,,,,999,,,VOTOS EN BLANCO,17.0,
198,2011,6,5,5145,CARAMANTA,198.0,,,1,OSORIO,MORALES,LICET MARIA,1190.0,
199,2011,6,5,5145,CARAMANTA,15.0,,,2,GRANADA,RESTREPO,JULIAN ANDRES,1980.0,1.0
200,2011,6,5,5145,CARAMANTA,,,,997,,,TARJETAS NO MARCADAS,36.0,
201,2011,6,5,5145,CARAMANTA,,,,998,,,VOTOS NULOS,31.0,
202,2011,6,5,5145,CARAMANTA,,,,999,,,VOTOS EN BLANCO,15.0,
203,2011,6,5,5147,CAREPA,19.0,,,1,MURILLO,PALACIOS,AGAPITO,7487.0,1.0
204,2011,6,5,5147,CAREPA,1.0,,,2,MAZO,OSPINA,CARLOS JULIO,1408.0,
205,2011,6,5,5147,CAREPA,197.0,,,3,CALLE,OCHOA,CAMILO ANDRES,629.0,
206,2011,6,5,5147,CAREPA,13.0,,,4,MANCO,AVENDANO,HENDER,458.0,
207,2011,6,5,5147,CAREPA,437.0,,,5,HIGUITA,VARGAS,SERGIO DE JESUS,331.0,
208,2011,6,5,5147,CAREPA,2.0,,,7,MENA,HINESTROZA,CLARILDO,1679.0,
209,2011,6,5,5147,CAREPA,198.0,,,8,ARDILA,RODAS,OVIDIO DE JESUS,6042.0,
210,2011,6,5,5147,CAREPA,,,,997,,,TARJETAS NO MARCADAS,591.0,
211,2011,6,5,5147,CAREPA,,,,998,,,VOTOS NULOS,482.0,
212,2011,6,5,5147,CAREPA,,,,999,,,VOTOS EN BLANCO,358.0,
213,2011,6,5,5148,EL CARMEN DE VIBORAL,2.0,,,2,BAENA,GOMEZ,JOSE RODRIGO,1313.0,
214,2011,6,5,5148,EL CARMEN DE VIBORAL,197.0,,,3,ALZATE,BOTERO,ELVIA ROSA,3278.0,
215,2011,6,5,5148,EL CARMEN DE VIBORAL,1.0,,,4,RESTREPO,GARCIA,HUMBERTO,2713.0,
216,2011,6,5,5148,EL CARMEN DE VIBORAL,13.0,,,5,OROZCO,GOMEZ,JORGE LUIS,831.0,
217,2011,6,5,5148,EL CARMEN DE VIBORAL,198.0,,,6,OSORIO,GARCIA,JUAN CAMILO,4583.0,
218,2011,6,5,5148,EL CARMEN DE VIBORAL,15.0,,,7,MARTINEZ,JIMENEZ,NESTOR JOAQUIN,5229.0,1.0
219,2011,6,5,5148,EL CARMEN DE VIBORAL,,,,997,,,TARJETAS NO MARCADAS,365.0,
220,2011,6,5,5148,EL CARMEN DE VIBORAL,,,,998,,,VOTOS NULOS,334.0,
221,2011,6,5,5148,EL CARMEN DE VIBORAL,,,,999,,,VOTOS EN BLANCO,561.0,
222,2011,6,5,5150,CAROLINA,198.0,,,1,TOBON,GONZALEZ,LUIS FELIPE,899.0,
223,2011,6,5,5150,CAROLINA,2.0,,,2,SALAZAR,VASQUEZ,ORFA INES,554.0,
224,2011,6,5,5150,CAROLINA,197.0,,,3,AVENDANO,ROLDAN,LIBARDO ARTURO,116.0,
225,2011,6,5,5150,CAROLINA,1.0,,,4,VASQUEZ,CARDENAS,JUAN JOSE,1078.0,1.0
226,2011,6,5,5150,CAROLINA,,,,997,,,TARJETAS NO MARCADAS,19.0,
227,2011,6,5,5150,CAROLINA,,,,998,,,VOTOS NULOS,46.0,
228,2011,6,5,5150,CAROLINA,,,,999,,,VOTOS EN BLANCO,22.0,
229,2011,6,5,5154,CAUCASIA,1.0,,,1,BEDOYA,HINCAPIE,JOSE DAIRO,8966.0,
230,2011,6,5,5154,CAUCASIA,197.0,,,2,ORTIZ,BERRIO,LEIDERMAN,2042.0,
231,2011,6,5,5154,CAUCASIA,198.0,,,3,CASTANO,ARISTIZABAL,JOSE MARIA,130.0,
232,2011,6,5,5154,CAUCASIA,15.0,,,4,RODRIGUEZ,ALVAREZ,GLORIA VIRGINIA,3548.0,
233,2011,6,5,5154,CAUCASIA,41.0,,,5,ARABIA,ABISAAD,JOSE NADIN,14415.0,1.0
234,2011,6,5,5154,CAUCASIA,,,,997,,,TARJETAS NO MARCADAS,764.0,
235,2011,6,5,5154,CAUCASIA,,,,998,,,VOTOS NULOS,700.0,
236,2011,6,5,5154,CAUCASIA,,,,999,,,VOTOS EN BLANCO,519.0,
237,2011,6,5,5172,CHIGORODO,164.0,,,1,HINESTROZA,BOLIVAR,LUIS FERNANDO,697.0,
238,2011,6,5,5172,CHIGORODO,1.0,,,2,VERBEL,PENA,MARELBI,584.0,
239,2011,6,5,5172,CHIGORODO,19.0,,,3,GULFO,ROMERO,ESTEBAN,7030.0,
240,2011,6,5,5172,CHIGORODO,198.0,,,4,PAYARES,BERRIO,EDGAR,11598.0,1.0
241,2011,6,5,5172,CHIGORODO,,,,997,,,TARJETAS NO MARCADAS,709.0,
242,2011,6,5,5172,CHIGORODO,,,,998,,,VOTOS NULOS,376.0,
243,2011,6,5,5172,CHIGORODO,,,,999,,,VOTOS EN BLANCO,702.0,
244,2011,6,5,5190,CISNEROS,198.0,,,1,SANCHEZ,VALENCIA,OSCAR DARIO,475.0,
245,2011,6,5,5190,CISNEROS,2.0,,,2,QUINTERO,PIEDRAHITA,NELLY DEL SOCORRO,2891.0,1.0
246,2011,6,5,5190,CISNEROS,1.0,,,3,MONSALVE,LONDONO,GUSTAVO ANDRES,2167.0,
247,2011,6,5,5190,CISNEROS,,,,997,,,TARJETAS NO MARCADAS,85.0,
248,2011,6,5,5190,CISNEROS,,,,998,,,VOTOS NULOS,118.0,
249,2011,6,5,5190,CISNEROS,,,,999,,,VOTOS EN BLANCO,44.0,
250,2011,6,5,5197,COCORNA,15.0,,,1,ZULUAGA,GOMEZ,MARIA DOLLY,2948.0,
251,2011,6,5,5197,COCORNA,2.0,,,2,VASQUEZ,MONTOYA,JORGE DE JESUS,3311.0,1.0
252,2011,6,5,5197,COCORNA,198.0,,,3,ZULUAGA,ARIAS,JAIME ENRIQUE,65.0,
253,2011,6,5,5197,COCORNA,197.0,,,4,MARIN,NARANJO,NANCY ESTELA,66.0,
254,2011,6,5,5197,COCORNA,,,,997,,,TARJETAS NO MARCADAS,263.0,
255,2011,6,5,5197,COCORNA,,,,998,,,VOTOS NULOS,255.0,
256,2011,6,5,5197,COCORNA,,,,999,,,VOTOS EN BLANCO,50.0,
257,2011,6,5,5206,CONCEPCION,41.0,,,1,LOPEZ,ORREGO,GUSTAVO ALONSO,946.0,1.0
258,2011,6,5,5206,CONCEPCION,1.0,,,2,VALENCIA,VALENCIA,SALOMON ALONSO,785.0,
259,2011,6,5,5206,CONCEPCION,198.0,,,3,RIOS,SALAZAR,RAFAEL ADEISON,385.0,
260,2011,6,5,5206,CONCEPCION,2.0,,,4,SUAREZ,SALAZAR,OSCAR ALFONSO,800.0,
261,2011,6,5,5206,CONCEPCION,,,,997,,,TARJETAS NO MARCADAS,33.0,
262,2011,6,5,5206,CONCEPCION,,,,998,,,VOTOS NULOS,51.0,
263,2011,6,5,5206,CONCEPCION,,,,999,,,VOTOS EN BLANCO,14.0,
264,2011,6,5,5209,CONCORDIA,197.0,,,1,VASQUEZ,BUSTAMANTE,LISARDO DE JESUS,59.0,
265,2011,6,5,5209,CONCORDIA,1.0,,,2,RESTREPO,BETANCUR,SERGIO DE JESUS,4389.0,1.0
266,2011,6,5,5209,CONCORDIA,198.0,,,3,GUERRA,LEON,JOHN MARIO,2043.0,
267,2011,6,5,5209,CONCORDIA,,,,997,,,TARJETAS NO MARCADAS,184.0,
268,2011,6,5,5209,CONCORDIA,,,,998,,,VOTOS NULOS,240.0,
